Source.Name,basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
proceedings1919_05_08.csv,529686,ca.proc.d.1919-05-08.6.4.7,1919-05-08,6c38f39b-1f70-4da5-ac6d-14d796590e55,ca.m.6574,Mr. McKENZTE:,Leader of the Official Opposition,SUPPLY.,"WAR EXPENDITURE-$350,000,000 VOTE.",,"My hon. friend (Mr. Bristol) thinks that the Government just started at the right time to build ships. I do not agree with him in that. I think any person starting in a new enterprise would naturally watch for the time when labour was fairly cheap and material fairly reasonable, so that he might invest his money to the best possible advantage. In 1910 the Government of Sir Wilfrid Laurier formulated a policy on the question of the Canadian navy, which incidentally carried with it shipbuilding in this country. The naval and shipbuilding policy of Sir Wilfrid Laurier at that time was agreed to by hon. gentlemen on the other side, and if it had been carried out we would have had 1910, 1911, 1912, 1913 and the best part of 1914 to our credit in our shipbuilding before the war broke out, and even in the first years of the war, being fairly under way, we would have been .able to handle our business before prices went sky high. For that reason I have made the statement several times that we started our naval and shipbuilding policy at a time when the prices were four hundred per cent higher than they were when we could and should have started, and at a time when the productiveness and usefulness of these ships will be three hundred per cent less than they would have been if we had had them at the com-
mencement of the war. I say three hundred per cent less, because by the time we get into the commerce of the world with our ships things will be getting normal and we shall have to accept the same rates as other people who had their ships built in normal times and who are therefore able to go back to normal rates. We will have to go into the market to compete with those who built at ordinary prices. We are too slow. If we were spending these large sums in shipbuilding for the purposes of the war we fail of our purpose, for the war is over and the ships are not yet available. My hon. friend's very clever and well-delivered address does not give any good reason why we did not launch upon a policy of shipbuilding at the time it was properly formulated some eight or nine years ago. As he knows very well, the reason was that the present Government would not admit that anything good could come out of Nazareth -they would have nothing to do with any policy formulated by the Laurier Government for fear it would carry any credit to that policy and to the Liberal party. They would rather let everything drop, hoping that some day in the future they would formulate a policy of their own for which they would have the whole credit.
The day came when they formulated a policy of their own, but they do not seem to be able to get very much glory out of it. It is not a policy at all; it is a sort of a driving of the scapegoat into the wilderness. The leader of the Government knows what the scapegoat was? The sins of the people were put on its head, it was blind-folded, driven out into the wilderness and left there in a place from which it would never come back. The policy of the Minister of Marine and Fisheries, in so far as these manufacturers is concerned, is a policy of starting them out. He makes them invest their money in providing the plant necessary for shipbuilding, he is going to take them out beyond the three-mile limit and then say: "" Now gentlemen,
I have got you under way, and this is as far as I propose to go; you can either continue to go to sea, or turn back; I am through."" That is the policy that he has given to us to-day. He says that he is going to spend a certain amount of money, to build a certain number of ships, and then he is going to tell the people: ""You can provide your own money; it is none of my affair. I have given you a start, induced you to go into this business believing that I had a fixed, permanent policy, but I have not. You can go on or turn back, or do what you please."" Does any

person call that a policy? I do not believe it is. A policy that is permanent would be based upon some principle, whatever else it might be. We had a fair sample when, from the Conservative side of the House, they launched the National Policy in Canada. That was a permanent policy in so far as that party was concerned, and they look upon it as their policy down to the present day. But when we do not know whether it will last for a day or a week or six months nobody would call it a policy; it is only an expedient for the time being and they are likely.to drop it at any minute. Really, the Government have no policy at all in regard to shipbuilding, and no policy in regard to naval protection. The hon. member for Centre Toronto (Mr. Bristol) came to the aid of the Government with some of the product of his brain, saying that he would lead them in the way they should go.
This section points out that some of the money is to be used for "" the defence and security of Canada."" If any of that money is to be used for the purpose of securing us against extravagance, recklessness and expenditures that are wrongfully proposed and badly conducted, I should say that it would be well spent. I think that is the only security we really need at the present time. Then, provision is to be made for-
The conduct of naval and military operations in or beyond Canada and the demobilization
I have already said to-night all I intend to say about demobilization. Another provision is:
The promoting of trade and industry, and transportation facilities therefor.
I wish to take advantage of the fact that we have a gathering of the ministers here to-night that we do not very often have to say a few words on this subject. I do not know what is in the air, but we had a masterful array of talent a _few minutes ago and there are still quite a number of ministers present. I 'wish to direct the attention of the Minister of Marine and Fisheries to the importance of doing something to promote the fishing industry in this country. There is no other industry in Canada that has such magnificent possibilities as the fishing industry both on the Atlantic and on the Pacific coast. We have only been gathering the pebbles on the beach compared with the ocean of development that is open before the Canadian people. I trust 'the minister will take that into his serious consideration and that he will come down to the House with a well-considered scheme for the development of
the fisheries and will ask Parliament for enough money to carry out that scheme. It will involve the establishment of storage for bait in convenient places along the Atlantic and Pacific coasts, and the proper looking after of these bait storages so that they can gather the bait at the time it is available and so that the fishermen may be able to get it when it is required. The condition in Cape Breton to-day is that very often, when fish is running along the shore in hundreds of thousands of tons and within easy reach of the fishermen, they have no bait. In September and OctobeT you find people simply sitting on the banks and doing nothing because they cannot get any bait. The fishermen, as a rule, are poor, they have no cold storage facilities, they cannot preserve the bait and although it is to be found by schooner loads around the shores, they cannot get it. If the Government would provide proper facilities for storing away that bait and selling it to the fishermen at the time it is needed the catch of fish would be quadrupled in many places. Together with that, there must be the necessary cold storage on the railway for carrying the fish to the market centres. The people are beginning to realize what a magnificent life-giving, strength-producing food the codfish, herring and salmon of Nova Scotia and British Columbia are.

",Laurier Liberal,,Daniel Duncan McKenzie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6c38f39b-1f70-4da5-ac6d-14d796590e55&Language=E&Section=ALL
proceedings1919_05_08.csv,529687,ca.proc.d.1919-05-08.6.4.8,1919-05-08,14c5085d-328a-43ee-8d23-9140c3aca38f,ca.m.6092,Mr. BUTTS:,,SUPPLY.,"WAR EXPENDITURE-$350,000,000 VOTE.",,"And a brain producer.

",Unionist,,Robert Hamilton Butts,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=14c5085d-328a-43ee-8d23-9140c3aca38f&Language=E&Section=ALL
proceedings1919_05_08.csv,529688,ca.proc.d.1919-05-08.6.4.9,1919-05-08,6c38f39b-1f70-4da5-ac6d-14d796590e55,ca.m.6574,Mr. McKENZIE:,Leader of the Official Opposition,SUPPLY.,"WAR EXPENDITURE-$350,000,000 VOTE.",,"Yes, 'and it is needed most strenuously.

",Laurier Liberal,,Daniel Duncan McKenzie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6c38f39b-1f70-4da5-ac6d-14d796590e55&Language=E&Section=ALL
proceedings1919_05_08.csv,529689,ca.proc.d.1919-05-08.6.4.10,1919-05-08,intervention,,,,SUPPLY.,"WAR EXPENDITURE-$350,000,000 VOTE.",,"Oh, oh.

",,,Some hon. MEMBERS:,
proceedings1919_05_08.csv,529690,ca.proc.d.1919-05-08.6.4.11,1919-05-08,6c38f39b-1f70-4da5-ac6d-14d796590e55,ca.m.6574,Mr. McKENZIE:,Leader of the Official Opposition,SUPPLY.,"WAR EXPENDITURE-$350,000,000 VOTE.",,"I had no reference to my hon. friend. My good friend from Cape Breton (Mr. Butts) knows me too well to think that I would say that he had no brains. That is not the worst part of the business. I wish to take the opportunity that this Bill gives me of placing before the minister and the Government the suggestion that they should devote some time, thought and energy to the development of the fish trade of this country. Perhaps on some other occasion I shall have a better opportunity of quoting data that will show the importance of this -trade, but I hope- particularly in view of the observations made by the hon. member for Maisonneuve (Mr. Lemieux) that the Minister of Marine and Fisheries was a "" live wire "" and that he would like to see him in charge of the Department of Trade and Commerce-that he will give particular attention to this subject. This is the business of which he has charge at the present time, but according

to the Scripture those who are faithful and useful in small things ishall he put in charge of greater things and shall enter into the joy of their Lord.
I hope that he will show in the apprenticeship that is assigned to him in the Fisheries Department such ability as will justify the next Prime Minister-who will, of course, be the hon. gentleman who is now leading the Government-promoting him to the Department of Trade and Commerce, where it is suggested his energetic personality will find fuller scope.
I wish to bring to the attention of the Minister of Militia and of the Acting Prime Minister where some of his money that is to be expended in connection with war gratuities and demobilization should go. An Order in Council was passed by the Government some time after the 11th November (when the armistice was signed) giving gratuities to certain military men who	were	in	the	service on	thatdate,	but	not	to	those who	had
served their country at least equally as well but had been already demobilized. Here is a concrete case in my own town. The 94th Highlanders, a regiment of militia, was ordered to camp at North Sydney in the early stages of the war. It was put on home service and formed a sort of nucleus to which recruits were sent, trained to some extent, and as rapidly as possibly moved overseas. I am told that something like 1,200 men passed through the 94th to the front, and that the 94th itself would have gone had it been given the opportunity. A short time before the"" 11th of November the 94th was demobilized to a very great extent and a new establishment was set up in which the military authorities retained a very small group of those men- The colonel, the captain, and a great many soldiers were sent home as being no longer required. Those men would certainly have been in camp on the 11th of November had it been left to their own volition and would be entitled to the gratuity. I submit to the Minister of Militia and to the Committee that that is not a fair deal, that those who for nearly four years rendered good and faithful service are equally entitled to the gratuity although they were obliged to leave the regiment before the 11th of November. This phase of the subject has been strenuously presented to the Government and to the minister already from several quarters and I need not elaborate it further. I have not heard what the decision of the Government is, but I trust they will so amend the Order in Council that those who were demobilized before the day of the 
armistice will be treated as well as those who happened to be retained in the service.
There is another point I must bring to the notice of the Minister of Militia in connection with the 94th. When that regiment was called out first the colonel-Colonel J. D. McRae-was obliged to hire a house in the city of Sydney while proper barrack accommodation was being prepared for the officers. When the regiment went into camp under canvas the house was given up; and I am very much surprised that the department up to this date has refused to reimburse the rent paid by the colonel. I have not had an opportunity of bringing this matter to the notice of the minister himself, although I have had it up with the department and have been turned down. I had practically given the case up as hopeless, but seeing that this vote covers money to be paid out in connection with matters of this kind I wish once more, with the greatest possible confidence, to ask the minister that this rent 

it is only $75, a very small amount indeed for the department, but too .much for a poor officer to pay out-be reimbursed to Colonel McRae.
Major-General MEW^RURN: I am very glad that the hon. member has brought these two matters to my attention. With regard to the war gratuity, I can assure him that personally it will have my sympathetic attention. It is in the hands of a committee, and I hope the situation will be satisfactorily dealt with. With regard to Colonel McRae, I think my hon. friend should not be tired in well doing. He says that he has already brought it to the attention of the department and been refused; but I can assure him that I will see what the trouble is.

",Laurier Liberal,,Daniel Duncan McKenzie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6c38f39b-1f70-4da5-ac6d-14d796590e55&Language=E&Section=ALL
proceedings1919_05_08.csv,529702,ca.proc.d.1919-05-08.6.4.23,1919-05-08,a10e65bf-4275-4011-8604-14dde37cf065,ca.m.9749,Sir THOMAS WHITE:,Minister of Finance and Receiver General,SUPPLY.,"WAR EXPENDITURE-$350,000,000 VOTE.",,"My hon. friend knows that no Government would think of taking action of that kind, which is quite unpopular among the farming community, the most influential part of our population, without there being grave reasons in the national interest. It was taken in war time and as a war measure. It was a necessary war measure at a time when it was hard for our Allies to obtain the needed supply of fats. I can assure my hon. friend that that action especially was not taken by the Government on its own initiative without its being convinced of its necessity from the standpoint of the allied cause and of the proper feeding of the armies and the people of the allied countries.
I shall not enter into a discussion of the question of reciprocity. I shall also not follow my hon. friend the leader of the Opposition (Mr. McKenzie) in what he said as to the naval policy. I had so many all night sessions in 1913 in respect to that interesting and important subject that I have not quite got back my sleep yet. I therefore hesitate to embark upon the discussion of so highly controversial a question. I had the view and I think I said so on more than one occasion, that the country could have stood both a Canadian navy and the contribution of three dread-naughts. Sometimes a combination policy is a very good one. We have found that out since the war, but those were the days in which, quite properly, I think, we scrutinized expenditures very carefully and an undertaking of that kind seemed to be formidable.
I am not unmindful of what has been said by hon. friend from Maisonneuve (Mr. Lemieux) in regard to the desirability of the Government considering carefully the question of expenditures and I take in good part what he said as to a minister who has gone through the war probably becoming accustomed to expenditures of large sums without realizing their full signifi-

cance. But, I endeavour to check myself up from time to time and il may say to my hon. friend the leader of the Opposition, who also referred to the subject, that I do not in the least minimize to the House and to myself the extreme gravity of these large expenditures.
The expenditures which we made during the war were imposed upon us by military exigency. Canada did not count the cost during the war. She put forth her maximum effort and if the war had continued as long as this or until a year from now, instead of diminishing, we should have been increasing our efforts. Expenditure during war is, I will not say beyond the control of the Government, but in many respects it is practically so. The nation is doing its utmost to win the war. Every effort is being put forward, every energy strained, the public are in no mood to accept the excuse of financial considerations standing in the way of anything that appears necessary to promote the national effort in the struggle; consequently the position of the Finance Minister during the war is one largely of finding money for huge military expenditures. He endeavours to exercise a certain measure of control but after he has done his best, while the war is on, there is a vast amount of expenditure that is uncontrollable and it is his duty to find the money.
Now, the war is over, but, as I pointed out last night this is a war year.
We had the situation confronting us, when the armistice was declared, which I mentioned last night, and which threatened to throw out of employment some 200,000 people; we had the prosipect of so many of our men returning, and returning quickly, to be reabsorbed into civil life. It is a time of great unrest all over the world, we are not exempt from that unrest, and with every desire to keep our expenditures down I am satisfied that the policy for this year is to make expenditures upon a large scale for productive undertakings in order to furnish as much work as possible. Our people have suffered, as people all over the world have suffered; the cost of living is very high, and the combination of unemployment and high cost of living is one which leads to serious situations wherever it occurs.
With regard to that, may I put forward a suggestion which has occurred to me on more than one occasion? The concomitants of war are always plague and famine. The world has had plague in the shape of influenza, and to-day, if the world is considered as a whole, there is famine. There
is no famine in Canada, for we are a food-producing and food-exporting country. But if we take into account central, southern and southeastern Europe, parts of Belgium and France, and especially Russia, we realize that agriculture on that continent has been partially destroyed by the war. Millions of men have been withdrawn from tillage, cattle have been killed, herds necessarily have been allowed to run down, horses have been taken for the use of the armies, implements have been destroyed on a vast scale, particularly in Russia during the agrarian risings throughout that great republic, and if we take the vast tract of desolate occupied territory, it is not too much to say that the world is suffering to some extent from famine. Now, that makes a great world demand for foodstuffs; that in turn causes high prices, and, as I stated, we have here, as we have in all other countries, high prices for the commodities that are essential to life. If we should have also unemployment on an extensive scale throughout this country the consequences would be quite serious.
The Government has endeavoured to do its best to meet that situation. I do not say that every action of the Government has been the wisest possible; I am only speaking of the average of what we have done since the armistice in November last. I desire again to assure the House that I realize the enormous liabilities that have accumulated as the result of the war, and that I am very vitally seized of the importance of not engaging in any expenditures that are not productive or are not necessary to keep our industries going to the extent of furnishing employment to those of our population who may be in danger of unemployment and who have rendered such patriotic service during the war-
I think I have covered nearly all the points adverted to by hon. members opposite. It was not my intention last night to reflect on hon. gentlemen of the Opposition as to their attitude towards manufacturing industries. I was simply answering the argument which was put forward, as my hon. friend will see on perusing Hansard.

",Unionist,,William Thomas White,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=a10e65bf-4275-4011-8604-14dde37cf065&Language=E&Section=ALL
proceedings1919_05_08.csv,529759,ca.proc.d.1919-05-08.6.4.80,1919-05-08,a10e65bf-4275-4011-8604-14dde37cf065,ca.m.9749,Sir THOMAS WHITE:,Minister of Finance and Receiver General,SUPPLY.,"WAR EXPENDITURE-$350,000,000 VOTE.",,"I shall be glad to have the clause examined by the Department of Justice. It seems a little complicated, but it was settled by my department for the purpose of insuring that we had borrowing power necessary to. raise $350,000,000.

",Unionist,,William Thomas White,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=a10e65bf-4275-4011-8604-14dde37cf065&Language=E&Section=ALL
proceedings1919_05_08.csv,529760,ca.proc.d.1919-05-08.6.4.81,1919-05-08,89103d9d-627c-4f56-8113-57b0d3865982,ca.m.3867,Mr. FIELDING:,,SUPPLY.,"WAR EXPENDITURE-$350,000,000 VOTE.",,"It is not within this Bill, if the hon. gentleman over-borrowed $150,000,000 last year.

",Unionist (Liberal),,William Stevens Fielding,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=89103d9d-627c-4f56-8113-57b0d3865982&Language=E&Section=ALL
proceedings1919_05_08.csv,529724,ca.proc.d.1919-05-08.6.4.45,1919-05-08,89103d9d-627c-4f56-8113-57b0d3865982,ca.m.3867,Mr. FIELDING:,,SUPPLY.,"WAR EXPENDITURE-$350,000,000 VOTE.",,"I have in my hand the $500,000,000 loan resolution of 1917, and I do not find these words in it. I have not looked at the others.

",Unionist (Liberal),,William Stevens Fielding,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=89103d9d-627c-4f56-8113-57b0d3865982&Language=E&Section=ALL
proceedings1919_05_08.csv,529728,ca.proc.d.1919-05-08.6.4.49,1919-05-08,89103d9d-627c-4f56-8113-57b0d3865982,ca.m.3867,Mr. FIELDING:,,SUPPLY.,"WAR EXPENDITURE-$350,000,000 VOTE.",,"If the minister says that they are in the previous resolution, I am content.

",Unionist (Liberal),,William Stevens Fielding,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=89103d9d-627c-4f56-8113-57b0d3865982&Language=E&Section=ALL
proceedings1919_05_08.csv,529742,ca.proc.d.1919-05-08.6.4.63,1919-05-08,a10e65bf-4275-4011-8604-14dde37cf065,ca.m.9749,Sir THOMAS WHITE:,Minister of Finance and Receiver General,SUPPLY.,"WAR EXPENDITURE-$350,000,000 VOTE.",,"Yes; perhaps when the Estimates of the Finance Department are up.

",Unionist,,William Thomas White,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=a10e65bf-4275-4011-8604-14dde37cf065&Language=E&Section=ALL
proceedings1919_05_08.csv,529746,ca.proc.d.1919-05-08.6.4.67,1919-05-08,6c38f39b-1f70-4da5-ac6d-14d796590e55,ca.m.6574,Mr. McKENZIE:,Leader of the Official Opposition,SUPPLY.,"WAR EXPENDITURE-$350,000,000 VOTE.",,"This section empowers the Governor in Council to borrow "" such sum or sums of money, less any amount borrowed in excess of the amounts authorized by any war appropriation Act."" What is the exact amount that the minister proposes to borrow under the powers given him by this Act?

",Laurier Liberal,,Daniel Duncan McKenzie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6c38f39b-1f70-4da5-ac6d-14d796590e55&Language=E&Section=ALL
proceedings1919_05_08.csv,529748,ca.proc.d.1919-05-08.6.4.69,1919-05-08,6c38f39b-1f70-4da5-ac6d-14d796590e55,ca.m.6574,Mr. McKENZIE:,Leader of the Official Opposition,SUPPLY.,"WAR EXPENDITURE-$350,000,000 VOTE.",,"You have $150,000,000 more than was authorized last year?

",Laurier Liberal,,Daniel Duncan McKenzie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6c38f39b-1f70-4da5-ac6d-14d796590e55&Language=E&Section=ALL
proceedings1919_05_08.csv,529739,ca.proc.d.1919-05-08.6.4.60,1919-05-08,fd945515-43b5-4eed-9b1c-8c100beef111,ca.m.4728,Mr. VIEN:,,SUPPLY.,"WAR EXPENDITURE-$350,000,000 VOTE.",,"Last night the Acting Prime Minister stated that the net debt on March 31, 1919, was $1,584,000,000. What was the gross debt on the same date?

",Laurier Liberal,,Thomas Vien,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=fd945515-43b5-4eed-9b1c-8c100beef111&Language=E&Section=ALL
proceedings1919_05_08.csv,529741,ca.proc.d.1919-05-08.6.4.62,1919-05-08,fd945515-43b5-4eed-9b1c-8c100beef111,ca.m.4728,Mr. VIEN:,,SUPPLY.,"WAR EXPENDITURE-$350,000,000 VOTE.",,"At a later date would the minister state what the gross debt is, and how the net debt is arrived at?

",Laurier Liberal,,Thomas Vien,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=fd945515-43b5-4eed-9b1c-8c100beef111&Language=E&Section=ALL
proceedings1919_05_08.csv,529743,ca.proc.d.1919-05-08.6.4.64,1919-05-08,6c38f39b-1f70-4da5-ac6d-14d796590e55,ca.m.6574,Mr. McKENZIE:,Leader of the Official Opposition,SUPPLY.,"WAR EXPENDITURE-$350,000,000 VOTE.",,"How does the minister propose to borrow this money?

",Laurier Liberal,,Daniel Duncan McKenzie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6c38f39b-1f70-4da5-ac6d-14d796590e55&Language=E&Section=ALL
proceedings1919_05_08.csv,529747,ca.proc.d.1919-05-08.6.4.68,1919-05-08,a10e65bf-4275-4011-8604-14dde37cf065,ca.m.9749,Sir THOMAS WHITE:,Minister of Finance and Receiver General,SUPPLY.,"WAR EXPENDITURE-$350,000,000 VOTE.",,"This is to ensure that when this amount is raised we shall not have borrowed more than we were authorized by Parliament to borrow. For example, the amount we were authorized to borrow last year was $500,000,000, speaking from memory, and we received $670,000,000 by the Victory Loan. We took practically all that money, and I am not sure that the Dominion has not slightly exceeded the borrowing powers it had. The purpose of this section is to correct that so that when this money is borrowed it will be borrowed in accordance with legislation.

",Unionist,,William Thomas White,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=a10e65bf-4275-4011-8604-14dde37cf065&Language=E&Section=ALL
proceedings1919_05_08.csv,529754,ca.proc.d.1919-05-08.6.4.75,1919-05-08,a10e65bf-4275-4011-8604-14dde37cf065,ca.m.9749,Sir THOMAS WHITE:,Minister of Finance and Receiver General,SUPPLY.,"WAR EXPENDITURE-$350,000,000 VOTE.",,"Most certainly
not. We should have got a substantial subscription but nothing like the amount we did get- I can say that positively because I went into the matter most carefully. Take, for example, financial institutions which are purchasers of bonds that are offered on the open market; they would have purchased a certain amount but nothing like the amount they did purchase. They could go on the open market and buy. Take the situation in the United States last year. Large insurance companies there which have to earn a certain rate of interest upon their investments in order to make a slight profit, or to carry their liabilities, can take a certain amount of taxable loan at a lower rate of interest than the market rate, but if they had all their surplus funds invested in that and found that these bonds went down five to ten points it would be a very serious thing for them. The rate of interest in the market is determined by supply and demand the same as the price of any other commodity and it is a most extraordinary thing that at the end of this war in which the finance of all countries has been disturbed and dislocated, in many cases shattered, we find ourselves with our securities during the war standing at par and above. Over a million and a half of the people of this country invested in the Victory Loan, and there is a much better feeling in this country among the people who subscribed to this loan that their securities are standing at par and over and that they can realize, if they want to, the amount they paid for them. If these securities were down flvo.-Or ten points and if we put out another loan on a 5 per cent basis, or on a 5i per cent basis, only one thing would happen and that would be that we would have to count on a discount- If the previous loan had gone to a discount, when it came to the floating of the next loan, the fact of that discount would have an important bearing.
I feel that our war financing has been very successful, even if I do say it myself. I felt that we should pay a reasonable rate of interest upon our borrowings. I do not mean to say that the Canadian public might not have taken once or twice a loan at a rate below the market rate, but I do not believe that is a wise policy especially in connection with a long war. When you offer securities to the public the best factor you can have is a lot of pleased subscribers to the previous loan. From the beginning of the war we were in competition with Great Britain's securities in New York and when I offered some of my loans in New York and some of the loans in Canada British securities were selling as low as on a 7 or 8 per cent basis in New York. So were the securities of France as well as other securities of the highest grade. In our financing during the war we had to take conditions as we found them and deal in New York or here as best we could-
In the war loans we engaged the interest of all sections of the community; and I want to pay my tribute here and now, as I have on every platform on which I spoke, to the members of this House on both sides, and to the Canadian people without distinction of class, race and creed, who assisted me to the utmost of their ability in floating these loans. Otherwise we could not have done it. There was co-operative effort on the part of everyone. I have heard no complaint from the time the first loan was floated down to the present, of there being any favouritism, or discrim-

ination, or political influence, or patronage, in reference to the flotation of our 'Canadian war loans.

",Unionist,,William Thomas White,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=a10e65bf-4275-4011-8604-14dde37cf065&Language=E&Section=ALL
proceedings1919_05_08.csv,529752,ca.proc.d.1919-05-08.6.4.73,1919-05-08,a10e65bf-4275-4011-8604-14dde37cf065,ca.m.9749,Sir THOMAS WHITE:,Minister of Finance and Receiver General,SUPPLY.,"WAR EXPENDITURE-$350,000,000 VOTE.",,"I am unable to make a statement with regard to that because I don't know what conditions we shall be confronted with when we float this loan. If we could float a taxable loan at

a rate of interest which would compare favourably with the rate which we should obtain on tax-free issue, and having regard to the amount of income tax we would receive if the loan were taxable, I would be strongly in favour of issuing bonds not tax-free. My hon. friend is no doubt aware that when you come to face a market you have to pay a much higher rate of interest, even upon Government loans, where your securities are issued subject to taxation, than you do where the securities are tax-free. I am speaking only from memory, because it did not occur to me that the question would arise to-night. In the United States I think there is a point difference between tax-free securities and taxable securities, and on a large loan the annual difference in interest which you have to pay as between tax-free and taxable issue is very large, and if one looked at it purely from the business standpoint he would calculate as to what revenue would likely be received from a taxable loan, and in that connection he would have to consider the exemption granted under our Income Tax Act. In this country he would, I am sure, reach the conclusion that the tax-free issue gives a better result in an annual budget than a taxable issue, because the amount which would be received by way of interest on a taxable bond would not be as great as the annual amount which the Government would have to pay in excess interest upon the taxable issue. There is another aspect of the matter to which attention must be given. Under an income tax graduated as ours is, there is reached a point at which there is a decided advantage to those of large incomes in buying the tax-free bonds. That is unfortunate. To some extent the issue of tax-free bonds is inconsistent with a steeply graduated income tax. One must consider market conditions, 'and whether outstanding issues which are in competition with him in his loan are tax-free or not, and be guided by the situation with which he is confronted. It is very difficult to say in advance what one will do until the time is reached. When we put out our first loan in New York and the second loan in 1917 the very first point that arose was that the bonds must be tax-free. You could not sell an issue at that time in the United States on taxable bonds for the reason that Canada was at war. They did not know but what they might be taxed at their source here, and you could not sell an issue of taxable bonds in the United States at that time. You could not sell a taxable issue of Cana-

dian bonds in the United States to-day. I raised the question as to whether these bonds might not be taxable to parties not resident in Canada, but on account of the proximity of Canada to the United States, parties in the United States want the benefit of the markets both of Canada and of the United States, and the result was that our bonds in our issues there had to be tax-free. Our bonds being tax-free there, people in Canada desiring to buy bonds, by reason of the exemption given in respect of income tax, could buy them in New York. All the securities we issue here are in competition with all the securities outstanding here and in New York. It is a matter to which I have given a great deal of anxious thought, and there are 'two sides to the question I frankly admit. It is a question of calculation as to what will give the best results to the Dominion. There will always be a certain dissatisfaction if parties of large incomes can buy tax-free bonds and thus escape to some extent from income taxation. But, on the other hand, we must consider what the rate of interest would be as between a taxsfree and a taxable bond and endeavour to do the best we can with the situation.

",Unionist,,William Thomas White,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=a10e65bf-4275-4011-8604-14dde37cf065&Language=E&Section=ALL
proceedings1919_05_08.csv,529756,ca.proc.d.1919-05-08.6.4.77,1919-05-08,89103d9d-627c-4f56-8113-57b0d3865982,ca.m.3867,Mr. FIELDING:,,SUPPLY.,"WAR EXPENDITURE-$350,000,000 VOTE.",,"I am not sure that I correctly caught the answer of the minister to the question of the leader of the Opposition as to the amount he is at liberty to borrow undeT this clause. Am I right in understanding 'that the object is to raise a new loan of $350,000,000?

",Unionist (Liberal),,William Stevens Fielding,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=89103d9d-627c-4f56-8113-57b0d3865982&Language=E&Section=ALL
proceedings1919_05_08.csv,529768,ca.proc.d.1919-05-08.6.4.89,1919-05-08,6c38f39b-1f70-4da5-ac6d-14d796590e55,ca.m.6574,Mr. McKENZIE:,Leader of the Official Opposition,SUPPLY.,"WAR EXPENDITURE-$350,000,000 VOTE.",,"Section 5 states that after those securities or bonds are paid and called in they can be re-issued and re-sold without any reference to Parliament. I think that is rather unusual.

",Laurier Liberal,,Daniel Duncan McKenzie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6c38f39b-1f70-4da5-ac6d-14d796590e55&Language=E&Section=ALL
proceedings1919_05_08.csv,529608,ca.proc.d.1919-05-08.6.2.42,1919-05-08,0e29d17a-80d6-43a8-89b0-55c3664f17a0,ca.m.5198,Mr. BALLANTYNE:,Minister of Marine and Fisheries; Minister of the Naval Service,SUPPLY.,,,"I shall come to that in a moment. I think it will interest the House to know what Australia is doing in the matter of shipbuilding. She is not only building her own merchant marine, but war ships too, so their Minister of the Naval Service, Sir Joseph Cook, informed me when I was in London. Australia has erected during the war a plate mill. Besides the ships Australia is now building, she bought ten ships in 1915 or 1916 and these have proved to be very profitable. They are now building twenty ships more. The Acting Minister of the Australian navy, Mr. Poynton, announced on April 10th that the Australian Government would remain in the shipping business and would continue its shipbuilding programme. He said that their present programme contemplated the building of twenty steel ships.

",Unionist,,Charles Colquhoun Ballantyne,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=0e29d17a-80d6-43a8-89b0-55c3664f17a0&Language=E&Section=ALL
